,country,article_name,revision_id,article_quality_est,population
32871,Philippines,Kapitan Laut Buisan,796666427,Start,109581000.0
32872,Algeria,Kara Baya,796666436,Stub,44357000.0
32873,Sierra Leone,Kemoh Sesay,796667443,Start,7977000.0
32874,Vanuatu,Jimmy Stevens,796667455,Start,321000.0
32875,Lesotho,Khauhelo Deborah Raditapole,796668031,C,2142000.0
32876,Greece,Kostis Chatzidakis,796669592,Start,10700000.0
32877,Algeria,Mokdad Sifi,796669862,Stub,44357000.0
32878,Ireland,Jimmy Mulroy,796670321,Start,5003000.0
32879,Grenada,Emmalin Pierre,796670468,Stub,113000.0
32880,Nigeria,Lee Maeba,796671529,Stub,206140000.0
32881,Australia,Bob Cheek,796674499,Start,25754000.0
32882,Mexico,Blanca Magrassi Scagno,796675319,C,127792000.0
32883,Portugal,Nuno Martins da Silveira,796675346,Stub,10255000.0
32884,Vietnam,Bùi Đình Dĩnh,796676699,Stub,96209000.0
32885,Afghanistan,Muhammad Yunus Nawandish,796676748,Start,38928000.0
32886,Spain,List of viceroys of Portugal,796682115,Stub,47635000.0
32887,Iran,Gholam Reza Aghazadeh,796682433,Start,84150000.0
32888,Taiwan,Chiang Been-huang,796682993,Start,23610000.0
32889,Malawi,Lovenes Gondwe,796683966,Stub,19130000.0
32890,Uganda,Loyce Biira Bwambale,796684047,Start,45741000.0
32891,Malaysia,Tan Tee Beng,796684896,Start,32781000.0
32892,Israel,Hillel Horowitz,796686590,Start,9216000.0
32893,Spain,Marcos de Aguilar,796687462,Start,47635000.0
32894,Taiwan,Tsai Sheng-pang,796688006,Stub,23610000.0
32895,Iran,Ali Saeedlou,796688723,Start,84150000.0
32896,Kenya,Ibrahim A. Saney,796689821,Stub,53528000.0
32897,Romania,Ioan Mang,796690411,Stub,19241000.0
32898,Chad,Mbaydoum Simeon,796690873,Stub,16877000.0
32899,Cameroon,Mbonda Elie,796690909,Stub,26598000.0
32900,Uganda,Mike Kennedy Sebalu,796694225,Stub,45741000.0
32901,Italy,Simone Boccanegra,796694590,Start,60296000.0
32902,Uganda,Miria Matembe,796695675,Start,45741000.0
32903,Chile,Emiliano Figueroa,796695829,Start,19470000.0
32904,Iran,Ahmad Shirzad,796696047,Stub,84150000.0
32905,Libya,Mohammed el-Hadhiri,796696444,Stub,6891000.0
32906,Cambodia,Pou Sothirak,796696955,Stub,15497000.0
32907,Palestinian Territory,Musa Alami,796697881,C,5008000.0
32908,Chad,Ngarindo Milengar,796700718,Stub,16877000.0
32909,Sweden,Tove Fraurud,796701742,Stub,10377000.0
32910,Sweden,Ali Esbati,796701946,Start,10377000.0
32911,Austria,Maximilian Ulrich von Kaunitz,796702613,Start,8914000.0
32912,Libya,Mustafa Tajouri,796703955,Stub,6891000.0
32913,France,Olivier Dutheillet de Lamothe,796704791,Stub,64940000.0
32914,Iraq,Abdul-Latif Ali al-Mayah,796706449,C,39725000.0
32915,Finland,Paavo Arhinmäki,796707550,Start,5529000.0
32916,Finland,Martti Korhonen,796707653,Stub,5529000.0
32917,Norway,Berit Ås,796709110,C,5387000.0
32919,Mexico,Angélica Araujo Lara,796710360,Start,127792000.0
32920,Argentina,Mariano Sánchez de Loria,796711798,Stub,45377000.0
32921,Greece,Akis Tsochatzopoulos,796711985,C,10700000.0
32922,France,Pierre Mauroy,796712207,B,64940000.0
32923,Ukraine,Yevhen Konovalets,796712390,C,41778000.0
32924,Ukraine,Valery Pyatnitsky,796712566,Start,41778000.0
32925,Mexico,Benjamín Galván Gómez,796714316,GA,127792000.0
32926,Sri Lanka,S. Shanmuganathan (Sri Lankan politician),796715185,Start,21937000.0
32927,Israel,Rachel Katznelson-Shazar,796716287,Start,9216000.0
32928,Tanzania,Kingunge Ngombale–Mwiru,796720160,Stub,59734000.0
32929,Argentina,Blanca Osuna,796720823,Stub,45377000.0
32930,Ghana,Kwesi Amissah-Arthur,796721083,Start,31073000.0
32931,Ghana,Inusah Fuseini,796721241,Start,31073000.0
32932,Ghana,Haruna Iddrisu,796721495,Start,31073000.0
32933,Ghana,Osei Kyei Mensah Bonsu,796721695,Stub,31073000.0
32935,Ghana,Mahamudu Bawumia,796722463,C,31073000.0
32936,Marshall Islands,Ruben Zackhras,796723126,Start,57000.0
32937,Ghana,Tawia Adamafio,796723302,Start,31073000.0
32938,Philippines,Gumbay Piang,796723628,Start,109581000.0
32939,Tunisia,Sahbi Karoui,796724706,Stub,11896000.0
32940,Bangladesh,AKM Fazlul Kabir Chowdhury,796724870,Stub,169809000.0
32941,China,Michael Fu Tieshan,796725935,Start,1402385000.0
32942,Mauritius,Ajay Daby,796726308,Start,1265000.0
32943,Zimbabwe,Elleck Mashingaidze,796726442,Stub,14863000.0
32944,Australia,Sarah Henderson,796726465,Start,25754000.0
32945,Philippines,Sharif Kabungsuwan,796729363,Stub,109581000.0
32946,Peru,Alejandro Rebaza,796729685,Stub,32824000.0
32947,Cameroon,Silikam néé Manamourou,796730895,Stub,26598000.0
32948,Russia,Sergey Mikhaylovich Ignatyev,796734956,Stub,146733000.0
32949,Taiwan,Chen Jitang,796735041,C,23610000.0
32950,France,Éric Besson,796736048,C,64940000.0
32951,Iran,Reza Rahmani,796738430,Stub,84150000.0
32952,Philippines,Jesse Robredo,796740130,C,109581000.0
32953,Nigeria,Wahab Dosumu,796741557,Stub,206140000.0
32954,Tanzania,Nape Nnauye,796743415,Stub,59734000.0
32955,Armenia,Aram Grigoryan,796744049,Start,2956000.0
32956,Armenia,Vahram Atanesyan,796744469,Stub,2956000.0
32957,Armenia,David Babayan,796744473,Start,2956000.0
32958,Armenia,Samvel Babayan,796744476,C,2956000.0
32959,Armenia,Vitaly Balasanyan,796744479,Start,2956000.0
32960,Armenia,Romela Dadayan,796744489,Stub,2956000.0
32961,Armenia,Ashot Ghulian,796744491,Start,2956000.0
32962,Armenia,Rudik Hyusnunts,796744494,Stub,2956000.0
32963,Armenia,Gagik Petrosyan,796744525,Stub,2956000.0
32964,Armenia,Arthur Tovmasyan,796744547,Stub,2956000.0
32965,Armenia,Vardges Ulubabyan,796744550,Stub,2956000.0
32966,Armenia,Anushavan Danielyan,796744572,Stub,2956000.0
32967,Armenia,Oleg Yesayan,796744587,Stub,2956000.0
32968,Netherlands,Jopie Nooren,796746520,Stub,17467000.0
32971,Norway,Christine B. Meyer,796750582,Stub,5387000.0
32972,New Zealand,John Martin (New Zealand politician),796750955,Stub,4987000.0
32974,New Zealand,Michael Appleby (politician),796752031,Start,4987000.0
32976,United States,Amy Tuck,796753284,Start,329878000.0
32977,United States,Videt Carmichael,796753459,Start,329878000.0
32978,Mozambique,Verónica Macamo,796753941,Stub,31166000.0
32979,Philippines,Vicente Álvarez,796754057,C,109581000.0
32980,New Zealand,Paul Quinn (New Zealand politician),796757244,Start,4987000.0
32981,Nepal,Janak Kumari Chalise,796758612,Stub,29996000.0
32982,Armenia,Bella Kocharyan,796759399,Stub,2956000.0
32983,Israel,Yehuda Leib Maimon,796759474,Start,9216000.0
32984,Iraq,William Warda,796760121,Stub,39725000.0
32985,China,Empress Dowager Longyu,796764702,C,1402385000.0
32986,Iran,Mohammad Mojabi,796766721,Stub,84150000.0
32987,Bangladesh,Nurjahan Murshid,796767727,C,169809000.0
32988,San Marino,Captains Regent,796767748,C,34000.0
32989,Vietnam,Nguyễn Hữu Thọ,796770604,Start,96209000.0
32990,Philippines,Arlene B. Arcillas,796772904,Stub,109581000.0
32991,Belgium,Mike Verstraeten,796774321,Stub,11515000.0
32992,Ukraine,Yuriy Kravchenko,796776530,Start,41778000.0
32993,Bosnia-Herzegovina,Božo Ljubić,796779268,Start,3281000.0
32994,Iraq,Salih Jabr,796783178,Stub,39725000.0
32995,Spain,Thomas de Roxas,796783851,Start,47635000.0
32996,France,Jean-Pierre Plichon,796785754,C,64940000.0
32997,Spain,José Ignacio de Merlos,796786262,Start,47635000.0
32998,South Sudan,Rebecca Nyandeng De Mabior,796788170,Start,11194000.0
32999,Greece,Vicky Leandros,796803284,C,10700000.0
33000,Somalia,Abdirahman Jama Barre,796805109,C,15893000.0
33001,Ireland,Bob Casey Jr.,796806075,GA,5003000.0
33002,Uganda,Kalema of Buganda,796808819,Start,45741000.0
33003,Argentina,Carlos Menem,796811087,FA,45377000.0
33004,Malta,List of heads of state of Malta,796811184,C,522000.0
33005,South Sudan,Stephen Dhieu Dau,796822635,Stub,11194000.0
33006,Iran,Shahrbanoo Amani,796822743,Stub,84150000.0
33007,Iran,Mohammad-Javad Haghshenas,796822748,Stub,84150000.0
33008,Iran,Mahmoud Mirlohi,796822867,Stub,84150000.0
33009,Cuba,Vilma Espín,796823704,C,11281000.0
33010,Finland,Seppo Kääriäinen,796824340,Stub,5529000.0
33012,Mongolia,Diluwa Khutugtu Jamsrangjab,796827263,Start,3361000.0
33013,France,"Francis, Duke of Guise",796827400,C,64940000.0
33014,Singapore,Ang Hin Kee,796827654,Start,5769000.0
33015,Pakistan,Sardar Fateh Muhammad Muhammad Hassani,796828148,Stub,220940000.0
33016,Kosovo,Kaqusha Jashari,796829344,Start,1791000.0
33017,Vietnam,Nguyễn Chí Thanh,796830928,Start,96209000.0
33018,Uruguay,Alberto Couriel,796831388,Stub,3531000.0
33019,Iran,Mahnoosh Motamedi Azari,796831400,Stub,84150000.0
33020,Iran,Masoumeh Abad,796832507,Start,84150000.0
33021,Iran,Alireza Dabir,796832558,Start,84150000.0
33022,Malaysia,Joseph Pairin Kitingan,796833506,C,32781000.0
33023,Iran,Shahram Dabiri Oskuei,796837798,Start,84150000.0
33024,Uruguay,Pedro Varela,796840310,Stub,3531000.0
33025,"Korea, South",Gim Yuk,796840551,Stub,51781000.0
33026,Philippines,Sol Aragones,796842814,Start,109581000.0
33027,Iran,Abdolreza Rahmani Fazli,796845826,C,84150000.0
33028,Iran,Mohammad Reza Badamchi,796847087,Stub,84150000.0
33029,Pakistan,Samina Khalid Ghurki,796849002,Start,220940000.0
33030,Nigeria,Adebayo Lawal,796850334,Stub,206140000.0
33031,Italy,Adele Faccio,796851385,Stub,60296000.0
33032,Kenya,Ferdinand Waititu,796853680,Start,53528000.0
33033,Pakistan,Iftikhar Khan Jhagra,796854114,Stub,220940000.0
33034,India,Vishnu Gupta,796855002,Stub,1400100000.0
33035,Pakistan,Rana Iqbal Ahmad Khan,796856494,C,220940000.0
33036,Pakistan,Ehsan-ul-Haq Piracha,796857427,Start,220940000.0
33037,Pakistan,Qamar Zaman Shah,796857902,Stub,220940000.0
33038,Pakistan,Raes Jamil Bhurgari,796857925,Stub,220940000.0
33039,Myanmar,Tint Swe (minister),796859938,Stub,54704000.0
33040,Bangladesh,Manoranjan Shill Gopal,796860586,Stub,169809000.0
33041,Pakistan,Basit Jehangir Sheikh,796862062,C,220940000.0
33042,Pakistan,Muhammad Afzal Sindhu,796862138,Stub,220940000.0
33043,Pakistan,Kashmala Tariq,796863014,Start,220940000.0
33044,Pakistan,Manzoor Wassan,796863065,Stub,220940000.0
33045,Pakistan,Zainul Abideen,796863249,Stub,220940000.0
33046,"Korea, South",Sam of Gojoseon,796864047,Stub,51781000.0
33047,"Korea, South",No Choe,796864173,Start,51781000.0
33048,"Korea, South",No In,796864214,Start,51781000.0
33049,Pakistan,Syed Zafar Ali Shah,796864288,Start,220940000.0
33050,Pakistan,M. Nawaz Khokhar,796864878,Stub,220940000.0
33051,Spain,Ramón Chíes,796865671,Start,47635000.0
33052,Moldova,Tudor Deliu,796867077,Stub,3535000.0
33053,Moldova,Nae-Simion Pleșca,796867124,Stub,3535000.0
33054,Moldova,Constantin Tănase (journalist),796867164,Stub,3535000.0
33055,Mauritania,Yahya Ould Hademine,796867847,Start,4650000.0
33056,Moldova,Ala Mândâcanu,796868047,Stub,3535000.0
33057,Iran,Gholam Ali Jafarzadeh,796868744,Stub,84150000.0
33058,Iran,Lotfollah Meisami,796871607,Start,84150000.0
33059,Iran,Hassan Bayadi,796875190,Stub,84150000.0
33060,Italy,Beatrice Lorenzin,796877032,Start,60296000.0
33061,Brazil,Mário Covas,796878149,Start,211812000.0
33062,Iran,Seyyed Ebrahim Amini,796878903,Stub,84150000.0
33063,Israel,Talab Abu Arar,796879168,Stub,9216000.0
33064,Ukraine,Alyona Shkrum,796879371,Stub,41778000.0
33065,Taiwan,Chester Chou,796880926,Stub,23610000.0
33066,Pakistan,Sadia Abbasi,796881246,Stub,220940000.0
33067,Singapore,Alex Tan,796882465,Start,5769000.0
33068,Iran,Khosro Daneshjou,796882635,Stub,84150000.0
33069,Iran,Mojtaba Shakeri,796885078,Stub,84150000.0
33070,Morocco,Abdesslam Yassine,796885079,Start,35952000.0
33071,Kuwait,List of emirs of Kuwait,796885347,C,4691000.0
33072,Afghanistan,Abdul Rahman (Afghan minister),796885432,Stub,38928000.0
33073,Ecuador,Lourdes Tibán,796885965,Stub,17511000.0
33074,Afghanistan,Abdullah Wardak,796885985,C,38928000.0
33075,Qatar,Abdullah bin Hamad Al Attiyah,796886066,C,2839000.0
33077,Bahrain,Abdulrahman al-Nuaimi,796886151,Start,1465000.0
33078,Libya,Abdurrahim El-Keib,796886195,C,6891000.0
33079,Kenya,Julius Malombe,796886367,Stub,53528000.0
33080,Sri Lanka,Abeyratne Ratnayaka,796886526,Stub,21937000.0
33081,Iran,Mohammad Atrianfar,796887256,Start,84150000.0
33082,India,Thupstan Chhewang,796887436,Start,1400100000.0
33083,Iran,Rahmatollah Khosravi,796887475,Stub,84150000.0
33084,Pakistan,Abdul Gani (soldier),796887494,Start,220940000.0
33085,Canada,Abraham Albert Heaps,796887508,Start,38190000.0
33086,Iran,Abbas Duzduzani,796887565,Start,84150000.0
33087,Iran,Saeid Daghighi,796888006,Start,84150000.0
33088,Iran,Shakur Akbarnejad,796888070,Stub,84150000.0
33089,Bulgaria,Aleksandar Alekov,796888848,Start,6927000.0
33090,Iran,Hadi Bahadori,796888865,Stub,84150000.0
33091,Iran,Ahmad Amirabadi,796889334,Start,84150000.0
33092,Finland,Artur Wuorimaa,796889970,Stub,5529000.0
33093,Libya,Muhammad az-Zanati,796890077,Stub,6891000.0
33094,Indonesia,Mari Elka Pangestu,796891807,C,271739000.0
33095,Germany,Johann Viktor Bredt,796893472,Stub,83300000.0
33096,Angola,Ngola Kabangu,796893647,Stub,32522000.0
33097,Madagascar,Marc Ravalomanana,796894637,GA,27691000.0
33099,Albania,Adil Çarçani,796896129,Start,2838000.0
33100,Australia,Alby Broadby,796898805,Stub,25754000.0
33101,Uganda,Maria Mutagamba,796899099,C,45741000.0
33102,Iran,Advisor to the President of Iran,796899599,Start,84150000.0
33103,Albania,Aldo Bumçi,796899839,Start,2838000.0
33104,Tuvalu,Tomu Sione,796900651,Start,10000.0
33105,Iran,Mohammad Esmaeil Saeidi,796902001,Stub,84150000.0
33106,Iran,Shahabaddin Bimeghdar,796902302,Stub,84150000.0
33107,Mexico,Eufrosina Cruz,796902579,C,127792000.0
33108,Iran,Mohammad Hossein Farhanghi,796902704,Stub,84150000.0
33109,Iran,Zahra Saei,796903407,Start,84150000.0
33110,Iran,Jamshid Ansari,796903652,Stub,84150000.0
33111,Iran,Mohammad Esmaeili,796904327,Stub,84150000.0
33112,Iran,Mohsen Alimardani,796904341,Stub,84150000.0
33113,Iran,Kamaladdin Pirmoazzen,796905880,Stub,84150000.0
33114,Iran,Mostafa Afzalifard,796906106,Stub,84150000.0
33115,Iran,Reza Karimi (politician),796906801,Stub,84150000.0
33116,Iran,Sodeif Badri,796907614,Stub,84150000.0
33117,Iran,Mohammad Feyzi,796907877,Stub,84150000.0
33118,Somalia,Aden Ibrahim Aw Hirsi,796908837,Start,15893000.0
33119,Pakistan,Malik Nawab Sher Waseer,796909949,Stub,220940000.0
33120,Argentina,Augusto Vandor,796910989,Start,45377000.0
33121,Palestinian Territory,Palestinian Declaration of Independence,796911861,C,5008000.0
33122,Brazil,Gilberto Kassab,796916100,Start,211812000.0
33123,Canada,Will Morin,796919522,Start,38190000.0
33124,Poland,Jan Pietrzak,796920345,Start,38368000.0
33125,India,Jaleshwar Mahato,796921779,Stub,1400100000.0
33126,Bolivia,Antonio José de Sucre,796923135,C,11633000.0
33127,Palestinian Territory,Ahmad Kurd,796924085,Stub,5008000.0
33128,Somalia,Ahmed Abdisalam Adan,796924295,C,15893000.0
33129,Iraq,Ahmed Abu Risha,796924355,GA,39725000.0
33130,United Arab Emirates,Ahmed bin Rashid Al Maktoum,796924702,Stub,9778000.0
33131,United Arab Emirates,Ahmed bin Zayed Al Nahyan,796924718,Start,9778000.0
33132,Bosnia-Herzegovina,Chairman of the Council of Ministers of Bosnia and Herzegovina,796924872,Start,3281000.0
33133,Australia,Karen Struthers,796926986,Start,25754000.0
33134,Uzbekistan,Rustam Azimov,796927598,Start,34174000.0
33135,Egypt,Abdel Moneim El Shahat,796929618,Stub,100803000.0
33136,Algeria,Abderrahmane Benkhalfa,796929637,Stub,44357000.0
33137,Syria,Ahmad Jarba,796930357,Start,19398000.0
33138,Iran,"Akbar Hashemi Rafsanjani presidential campaign, 2013",796931365,C,84150000.0
33139,Tanzania,Al-Shymaa Kway-Geer,796933704,Stub,59734000.0
33140,Iran,Hossein Fardoust,796937454,C,84150000.0
33141,Colombia,Alberto Santofimio,796937950,Start,49444000.0
33142,Chile,Alejandro Foxley,796938948,Start,19470000.0
33143,Nicaragua,Alexis Argüello,796943261,C,6596000.0
33144,Argentina,Alfredo Bravo,796944712,Start,45377000.0
33145,Cuba,Alfredo Zayas y Alfonso,796944802,C,11281000.0
33146,Bangladesh,Ali Ahsan Mohammad Mojaheed,796945105,C,169809000.0
33147,Iran,Ali Akbar Mohtashamipur,796945117,B,84150000.0
33148,Algeria,Ali Kafi,796945473,Start,44357000.0
33149,Tajikistan,Alim Sherzamonov,796947283,Start,9429000.0
33150,Croatia,Vladimir Bakarić,796947477,Start,4020000.0
33151,Canada,Bruce Hood (ice hockey),796947531,C,38190000.0
33152,Croatia,Ivo Perišin,796947541,Start,4020000.0
33153,Croatia,Jure Bilić,796947583,Stub,4020000.0
33154,Croatia,Katica Ivanišević,796948039,Stub,4020000.0
33155,Philippines,Muwallil Wasit I of Sulu,796948889,C,109581000.0
33157,Bahamas,Allyson Maynard Gibson,796952669,C,393000.0
33158,Pakistan,Basma Riaz Choudhry,796952884,Stub,220940000.0
33159,Rwanda,Aloisea Inyumba,796953138,C,12952000.0
33160,France,Alphonse de Lamartine,796953635,C,64940000.0
33161,Rwanda,Protais Zigiranyirazo,796954236,Start,12952000.0
33162,Egypt,Aly Lotfy Mahmoud,796954945,Stub,100803000.0
33163,Mali,Amadou Sanogo,796955220,GA,20251000.0
33164,Ghana,Michael Okyere Baafi,796956314,Start,31073000.0
33165,Serbia,Dragiša Cvetković,796960906,Stub,6957000.0
33166,Serbia,Božidar Purić,796961049,Stub,6957000.0
33167,Bosnia-Herzegovina,Džemal Bijedić,796961280,Start,3281000.0
33168,Montenegro,Veselin Đuranović,796961317,Start,622000.0
33169,Bosnia-Herzegovina,Ante Marković,796961419,C,3281000.0
33170,Palestinian Territory,Amin al-Majaj,796961464,Start,5008000.0
33171,China,Gao Gong,796962902,Start,1402385000.0
33172,Russia,Anatoly Artamonov,796964837,Start,146733000.0
33173,Germany,Werner Scholem,796964939,C,83300000.0
33174,Rwanda,André Ntagerura,796969975,Stub,12952000.0
33175,Canada,Angelo Persichilli,796971964,Start,38190000.0
33176,Egypt,Ahmad Fuad Mohieddin,796973935,Stub,100803000.0
33177,Fiji,Ahmed Bhamji,796973951,Stub,896000.0
33178,Sri Lanka,Indika Bandaranayake,796974270,Stub,21937000.0
33179,Chile,Alfredo Sfeir,796974461,Start,19470000.0
33180,Afghanistan,Abdul Ahad Karzai,796975361,Start,38928000.0
33181,Lesotho,Justin Lekhanya,796976046,Start,2142000.0
33182,France,Anne Lauvergeon,796978050,C,64940000.0
33183,Senegal,Léopold Sédar Senghor,796981018,C,16744000.0
33184,Lebanon,Antoine Ghanem,796982981,C,6825000.0
33185,"Korea, South",Jang Hyeongwang,796983268,Stub,51781000.0
33186,Maldives,Muhammad Jameel Didi,796984011,Start,541000.0
33187,Serbia,Jovan Ilić,796985169,Start,6957000.0
33188,Finland,Annikki Paasikivi,796986515,Stub,5529000.0
33189,Philippines,Gary Estrada,796988403,C,109581000.0
33190,Turkey,Bekir Bozdağ,796989091,Start,83737000.0
33191,Serbia,Jovan Ćirković,796989585,Start,6957000.0
33192,Pakistan,Shehla Raza,796990025,Start,220940000.0
33193,Iran,Sadollah Nasiri Gheydari,796990295,Start,84150000.0
33194,Ireland,Dana Rosemary Scallon,796991589,C,5003000.0
33195,Uganda,Sarah Achieng Opendi,796991691,C,45741000.0
33196,Portugal,João Lourenço da Cunha,796992006,Start,10255000.0
33197,Spain,Antonio Ibáñez Freire,796993239,Start,47635000.0
33198,Finland,Antti Kuosmanen,796993998,Stub,5529000.0
33199,Finland,Antti Hackzell,796994056,Start,5529000.0
33200,Thailand,Apiwan Wiriyachai,796995036,Start,66534000.0
33201,Iran,Arash Miresmaeili,796997794,C,84150000.0
33202,Cape Verde,Aristides Pereira,797000483,Start,556000.0
33203,Brazil,Ellen Gracie Northfleet,797000773,C,211812000.0
33204,Greece,Odysseas Angelis,797000930,Start,10700000.0
33205,Canada,Arlene Perly Rae,797001168,Start,38190000.0
33206,Philippines,Ramon Paje,797001743,Start,109581000.0
33207,Philippines,Corazon Soliman,797001965,Stub,109581000.0
33208,Afghanistan,Arsala Jamal,797002885,B,38928000.0
33209,Canada,Arthur Mitchell (Yukon politician),797004812,C,38190000.0
33210,Kazakhstan,Aslan Musin,797008293,Start,18732000.0
33211,Djibouti,Aden Robleh Awaleh,797008672,C,988000.0
33212,France,Nicolas René Berryer,797015301,Start,64940000.0
33213,United States,Audrey Gelman,797015825,Start,329878000.0
33214,Myanmar,Aung Kyi,797016749,Start,54704000.0
33215,Pakistan,Malak Azmat Khan,797017980,Stub,220940000.0
33216,China,Liang Lingzan,797018285,Start,1402385000.0
33217,"Korea, South",Sin Sukju,797019806,Start,51781000.0
33218,Libya,Awad al-Baraasi,797020109,Stub,6891000.0
33219,Iran,Azadeh Shafiq,797021302,Start,84150000.0
33220,Morocco,Aziz Akhannouch,797021594,Start,35952000.0
33221,Palestinian Territory,Aziz Duwaik,797021613,C,5008000.0
33222,Kenya,Mohammed Kuti,797023837,Stub,53528000.0
33223,Belgium,Alfons Siffer,797025612,Stub,11515000.0
33224,Portugal,Alfredo Nobre da Costa,797026004,Start,10255000.0
33225,Gambia,Mustapha B. Wadda,797027037,Stub,2417000.0
33226,Iran,Abdolvahed Mousavi Lari,797027368,Stub,84150000.0
33227,Yemen,Abdulkarim Al-Arhabi,797027777,Stub,29826000.0
33228,Canada,Barney Danson,797027806,C,38190000.0
33229,Nepal,Kashi Paudel,797028909,Stub,29996000.0
33230,Namibia,Joseph Obgeb Jimmy,797028914,Stub,2541000.0
33231,"Korea, South",Mun Song-sul,797028964,Stub,51781000.0
33232,Iraq,Bakhtiar Amin,797029376,Start,39725000.0
33233,New Zealand,Miriam Dell,797029702,Start,4987000.0
33235,Pakistan,Sardar Bahadur Ahmed Khan,797030894,Stub,220940000.0
33236,Saudi Arabia,Bandar bin Sultan Al Saud,797031815,B,35041000.0
33237,Brazil,Blairo Maggi,797031831,Start,211812000.0
33238,Moldova,Anghel Nour,797032130,Stub,3535000.0
33239,Argentina,Rufino de Elizalde,797033423,Stub,45377000.0
33240,Senegal,Aminata Touré,797033657,Start,16744000.0
33241,Iraq,Baqir Jabr al-Zubeidi,797033786,Start,39725000.0
33242,Tunisia,Abdelbaki Hermassi,797034094,Stub,11896000.0
33243,Pakistan,Abdul Hamid Khan (politician),797035244,Stub,220940000.0
33244,Senegal,Mame Madior Boye,797035392,C,16744000.0
33245,Serbia,Tanasije Dinić,797035504,Stub,6957000.0
33246,Argentina,Francisco de Cabrera,797036771,Start,45377000.0
33247,Russia,Vasily Nebenzya,797036893,Start,146733000.0
33248,Nepal,Shailendra Kumar Upadhyaya,797037642,Stub,29996000.0
33249,Austria,Count Karl Sigmund von Hohenwart,797037653,B,8914000.0
33250,Algeria,Abdeslam Bouchouareb,797037799,Stub,44357000.0
33251,Nigeria,Bashir Tofa,797039755,Start,206140000.0
33252,Italy,Piero Colonna,797040260,Stub,60296000.0
33253,Egypt,Bassem Ouda,797040401,Start,100803000.0
33255,Russia,Anatoly Aksakov,797040989,Start,146733000.0
33256,Bulgaria,Rosen Vladimirov,797042027,Stub,6927000.0
33257,Germany,Rudolf Bahro,797043131,B,83300000.0
33258,China,Xiang Jingyu,797043445,C,1402385000.0
33259,Bolivia,Juan José Torres,797044999,C,11633000.0
33260,Afghanistan,Amanullah Khan,797048177,C,38928000.0
33261,United States,Barry S. Wynn,797049556,Stub,329878000.0
33262,Luxembourg,Jacques Poos,797050751,Start,632000.0
33263,Papua New Guinea,Andrew Mald,797051243,Start,8950000.0
33264,Austria,Gertraud Wagner-Schöppl,797051931,Stub,8914000.0
33266,Mexico,Benjamín Medrano Quezada,797056681,C,127792000.0
33267,India,Sibakatullah Ansari,797060452,Stub,1400100000.0
33268,Syria,Taj al-Din al-Hasani,797060485,C,19398000.0
33269,Germany,Ignatz Bubis,797061746,Start,83300000.0
33270,France,Arthur Ranc,797063451,Start,64940000.0
33271,Finland,Aarno Yrjö-Koskinen,797064591,Start,5529000.0
33272,Finland,Hjalmar J. Procopé,797065587,Start,5529000.0
33273,Finland,Onni Talas,797067445,Stub,5529000.0
33274,Fiji,Samuela Vunivalu,797068386,Start,896000.0
33275,"Korea, South",Independence Club,797070010,B,51781000.0
33276,"Korea, South",Independence Gate,797070013,Start,51781000.0
33277,"Korea, South",Kim Kyu-sik,797070016,C,51781000.0
33278,"Korea, South",Lee Kyu-wan,797070025,Start,51781000.0
33279,"Korea, South",People's joint association,797070030,Start,51781000.0
33280,"Korea, South",Philip Jaisohn (statue),797070032,Stub,51781000.0
33281,"Korea, South",Seo Jae-chang,797070033,Start,51781000.0
33282,"Korea, South",Tongnip Sinmun,797070040,C,51781000.0
33283,"Korea, South",Yeongeunmun,797070042,C,51781000.0
33284,Moldova,Viorel Cibotaru,797071557,Stub,3535000.0
33285,Canada,Mike Jakubo (curler),797072045,Stub,38190000.0
33286,Afghanistan,Zeenat Karzai,797072546,Start,38928000.0
33287,Nigeria,Henry Hesketh Bell,797072646,Stub,206140000.0
33288,Spain,Ana Botella,797074027,Start,47635000.0
33289,Afghanistan,Ahmed Wali Karzai,797074740,C,38928000.0
33290,Iran,Elaheh Rastgou,797076595,C,84150000.0
33291,Russia,Alexander Bovin,797077675,C,146733000.0
33292,Poland,Eliza Roszkowska Öberg,797082323,Stub,38368000.0
33293,Iran,Ali Saberi,797084475,Stub,84150000.0
33294,Iran,Ali Soufi,797084602,Stub,84150000.0
33295,Saudi Arabia,Ahmed Al-Eissa,797085691,Stub,35041000.0
33296,Australia,Lia Finocchiaro,797086564,C,25754000.0
33297,Hungary,Miklós Vay,797086691,Start,9767000.0
33298,Ghana,Anthony Akoto Osei,797087215,Stub,31073000.0
33299,Afghanistan,Burhanuddin Rabbani,797089185,C,38928000.0
33300,Canada,Bob Attersley,797089442,C,38190000.0
33301,Netherlands,Lizzy van Dorp,797090376,Start,17467000.0
33302,Canada,Bob McDonald (politician),797090959,Start,38190000.0
33303,China,Empress Dowager Xiaojing,797092407,Start,1402385000.0
33304,United States,Michael Ranzenhofer,797094937,Start,329878000.0
33305,Mongolia,Oyunerdene Luvsannamsrai,797097309,C,3361000.0
33306,United States,Víctor Castro (landowner),797097345,Start,329878000.0
33307,United States,Brad Courtney,797098442,Start,329878000.0
33308,Monaco,Georges Marsan,797099265,Start,38000.0
33309,Pakistan,Abu Hussain Sarkar,797100120,Start,220940000.0
